学校,专业主键,年级,学院,专业,专业方向_路径,技能编号,标准技能名称,技能展示名称,技能一级类型,技能簇名称,技能供给原始分,证据条数,直接证据条数,语义规则证据条数,证据摘要,映射依据,专业区分度权重,技能供给区分度得分,专业内排名,是否代表性技能
首都经济贸易大学,CUEB-2023-005,2023级,金融学院,金融工程,金融工程,JN0775,学习能力,学习能力,非技术性能力,表达沟通与通用办公协作,2.5,2,2,0,自主学习能力,培养目标直接出现“自主学习能力”；毕业要求直接出现“自主学习能力”,1.7221347174331973,4.305336793582994,3,是
首都经济贸易大学,CUEB-2023-005,2023级,金融学院,金融工程,金融工程,JN0779,书面表达,书面表达,非技术性能力,表达沟通与通用办公协作,1.6,1,0,1,应用写作 / Practical Writing,写作课程,1.0649195460993157,1.7038712737589052,17,否
首都经济贸易大学,CUEB-2023-005,2023级,金融学院,金融工程,金融工程,JN0780,诚信与职业道德,诚信与职业道德,非技术性能力,金融风控、投资与合规,1.5,1,1,0,职业道德,毕业要求直接出现“职业道德”,1.0710357731167517,1.6065536596751275,18,否
首都经济贸易大学,CUEB-2023-005,2023级,金融学院,金融工程,金融工程,JN0784,逻辑思维,逻辑思维,非技术性能力,表达沟通与通用办公协作,1.0,1,1,0,逻辑思维,培养特色直接出现“逻辑思维”,3.456735772821304,3.456735772821304,7,否
首都经济贸易大学,CUEB-2023-005,2023级,金融学院,金融工程,金融工程,JN0785,分析判断,分析判断,非技术性能力,组织协调与商业执行,1.5,1,1,0,分析能力,毕业要求直接出现“分析能力”,2.121734706088964,3.1826020591334463,9,否
首都经济贸易大学,CUEB-2023-005,2023级,金融学院,金融工程,金融工程,JN0786,管理能力,管理能力,非技术性能力,组织协调与商业执行,1.5,1,1,0,管理能力,毕业要求直接出现“管理能力”,2.730798769438368,4.096198154157552,5,是
首都经济贸易大学,CUEB-2023-005,2023级,金融学院,金融工程,金融工程,JN0790,创新能力,创新能力,非技术性能力,视觉设计与数字内容制作,1.5,1,1,0,创新能力,毕业要求直接出现“创新能力”,1.2895886507223624,1.9343829760835436,14,否
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0024,Office办公软件,Office办公软件（办公套件）,工具软件与技术平台,表达沟通与通用办公协作,0.8,1,0,1,计算机应用  / Computer Application,通用计算机应用课程,2.037651588878423,1.6301212711027384,15,是
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0025,英语,英语,语言能力,供应链与物流管理,0.8,1,1,0,英语,课程名称直接出现唯一技能别名“英语”,1.0,0.8,23,否
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0026,数据分析,数据分析,工具软件与技术平台,人工智能与数据挖掘,0.8,1,1,0,数据分析,课程名称直接出现唯一技能别名“数据分析”,1.5798184952529422,1.2638547962023539,19,是
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0041,Python,Python（编程语言）,工具软件与技术平台,云计算、系统运维与DevOps,0.8,1,1,0,python,课程名称直接出现唯一技能别名“python”,1.5108256237659907,1.2086604990127927,20,否
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0072,统计分析,统计分析,方法、标准与流程,人工智能与数据挖掘,7.300000000000001,7,2,5,统计分析；回归分析 Regression Analysis；时间序列分析 Time Series Analysis；统计学导论 Introduction to Statistics；抽样技术与应用 Sampling technique and Application；贝叶斯统计（双语） Bayesian Statistics（Bilingual）,核心课程直接出现“统计分析”；课程名称直接出现唯一技能别名“统计分析”；统计方法课程,1.1880522315029396,8.67278128997146,2,是
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0104,C语言,C语言（编程语言）,工具软件与技术平台,嵌入式与电子硬件开发,0.8,1,1,0,c语言,课程名称直接出现唯一技能别名“c语言”,3.169053700369523,2.535242960295619,11,是
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0109,会计核算,会计核算,方法、标准与流程,财务会计与税务管理,0.8,1,0,1,会计学 Accounting,会计课程,1.2895886507223624,1.03167092057789,22,否
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0145,数据挖掘,数据挖掘,工具软件与技术平台,人工智能与数据挖掘,0.8,1,1,0,数据挖掘,课程名称直接出现唯一技能别名“数据挖掘”,2.4271163556401456,1.9416930845121165,14,是
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0365,文献检索,文献检索,方法、标准与流程,医药研发与药事管理,1.5,1,1,0,文献检索,毕业要求直接出现“文献检索”,3.2744142160273495,4.9116213240410245,3,是
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0397,数理统计,数理统计,工具软件与技术平台,人工智能与数据挖掘,3.3,2,2,0,数理统计,核心课程直接出现“数理统计”；课程名称直接出现唯一技能别名“数理统计”,1.2019413436636068,3.9664064340899023,4,是
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0584,时间序列,时间序列,方法、标准与流程,人工智能与数据挖掘,3.3,2,2,0,时间序列,核心课程直接出现“时间序列”；课程名称直接出现唯一技能别名“时间序列”,2.8689491079191853,9.467532056133312,1,是
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0647,论文写作,论文写作,方法、标准与流程,表达沟通与通用办公协作,0.8,1,1,0,论文写作,课程名称直接出现唯一技能别名“论文写作”,1.4734380916943703,1.1787504733554963,21,否
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0691,财务管理,财务管理,专业知识与行业经验,财务会计与税务管理,0.8,1,0,1,公司金融 Corporate Finance,财务管理课程,1.664976303593249,1.3319810428745993,17,是
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0771,团队合作,团队合作,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,协作能力,毕业要求直接出现“协作能力”,1.4111957828171493,2.116793674225724,13,否
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0774,表达能力,表达能力,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,表达能力,毕业要求直接出现“表达能力”,1.7703368192510753,2.655505228876613,9,否
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0775,学习能力,学习能力,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,学习能力,毕业要求直接出现“学习能力”,1.7221347174331973,2.583202076149796,10,否
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0779,书面表达,书面表达,非技术性能力,表达沟通与通用办公协作,2.3,2,1,1,写作能力；应用写作 / Practical Writing,毕业要求直接出现“写作能力”；写作课程,1.0649195460993157,2.449314956028426,12,否
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0780,诚信与职业道德,诚信与职业道德,非技术性能力,金融风控、投资与合规,1.5,1,1,0,职业道德,毕业要求直接出现“职业道德”,1.0710357731167517,1.6065536596751275,16,否
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0784,逻辑思维,逻辑思维,非技术性能力,表达沟通与通用办公协作,1.0,1,1,0,逻辑思维,培养特色直接出现“逻辑思维”,3.456735772821304,3.456735772821304,6,是
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0785,分析判断,分析判断,非技术性能力,组织协调与商业执行,1.5,1,1,0,分析能力,毕业要求直接出现“分析能力”,2.121734706088964,3.1826020591334463,7,是
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0787,领导力,领导力,非技术性能力,组织协调与商业执行,1.5,1,1,0,领导能力,毕业要求直接出现“领导能力”,2.4035858582299516,3.6053787873449274,5,是
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0788,口头表达,口头表达,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,语言表达能力,毕业要求直接出现“语言表达能力”,1.9021060968821986,2.853159145323298,8,否
首都经济贸易大学,CUEB-2023-006,2023级,统计学院,数学与应用数学（金融方向）,数学与应用数学（金融方向）,JN0790,创新能力,创新能力,非技术性能力,视觉设计与数字内容制作,1.0,1,1,0,创新能力,培养特色直接出现“创新能力”,1.2895886507223624,1.2895886507223624,18,否
首都经济贸易大学,CUEB-2023-007,2023级,统计学院,数据科学与大数据技术,数据科学与大数据技术,JN0025,英语,英语,语言能力,供应链与物流管理,0.8,1,1,0,英语,课程名称直接出现唯一技能别名“英语”,1.0,0.8,21,否
首都经济贸易大学,CUEB-2023-007,2023级,统计学院,数据科学与大数据技术,数据科学与大数据技术,JN0026,数据分析,数据分析,工具软件与技术平台,人工智能与数据挖掘,6.1,5,4,1,数据分析；数据科学导论 / Introduction to Data Science,培养目标直接出现“数据分析”；核心课程直接出现“数据分析”；培养特色直接出现“数据分析”；数据分析课程；课程名称直接出现唯一技能别名“数据分析”,1.5798184952529422,9.636892821042947,4,是
首都经济贸易大学,CUEB-2023-007,2023级,统计学院,数据科学与大数据技术,数据科学与大数据技术,JN0027,Java,Java（编程语言）,工具软件与技术平台,Java后端开发与中间件,3.3,2,2,0,Java；java,核心课程直接出现“Java”；课程名称直接出现唯一技能别名“java”,3.5257286443082556,11.634904526217243,2,是
首都经济贸易大学,CUEB-2023-007,2023级,统计学院,数据科学与大数据技术,数据科学与大数据技术,JN0041,Python,Python（编程语言）,工具软件与技术平台,云计算、系统运维与DevOps,3.3,2,2,0,Python；python,核心课程直接出现“Python”；课程名称直接出现唯一技能别名“python”,1.5108256237659907,4.985724558427769,10,是
首都经济贸易大学,CUEB-2023-007,2023级,统计学院,数据科学与大数据技术,数据科学与大数据技术,JN0072,统计分析,统计分析,方法、标准与流程,人工智能与数据挖掘,5.6000000000000005,7,1,6,统计分析；抽样技术与应用  / Sampling technique and Application；回归分析  / Regression Analysis；时间序列分析 / Time Series；非参数统计  / Nonparametric Statistics；贝叶斯统计（双语） Bayesian Statistics（Bilingual）；统计学科前沿选讲（英语）  / The frontier of Statistics（English）,课程名称直接出现唯一技能别名“统计分析”；统计方法课程,1.1880522315029396,6.653092496416463,9,是
首都经济贸易大学,CUEB-2023-007,2023级,统计学院,数据科学与大数据技术,数据科学与大数据技术,JN0076,数据处理,数据处理,具体专业技能,大数据工程与数据仓库,0.8,1,0,1,大数据预处理 / Big Data Preprocessing,数据处理课程,2.5812670354674037,2.065013628373923,16,否
首都经济贸易大学,CUEB-2023-007,2023级,统计学院,数据科学与大数据技术,数据科学与大数据技术,JN0143,机器学习,机器学习,方法、标准与流程,人工智能与数据挖掘,3.3,2,2,0,机器学习,核心课程直接出现“机器学习”；课程名称直接出现唯一技能别名“机器学习”,2.3361445774344194,7.709277105533584,8,是
