城市技能关系主键,canonical_skill,城市,预测年份,城市内技能需求占比预测,预测下限90%,预测上限90%,预测模型,趋势模型平均权重,标准技能名称,技能编号,技能展示名称,技能一级类型,技能簇编号,技能簇名称,每万岗位需求数预测,城市排名
CS0000110,8D,惠州,2027,0.0592843203689248,0.0145568275622584,0.104271624659167,trend_seasonal+留出校准组合,0.85,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,592.8432036892481,9
CS0000111,8D,惠州,2028,0.0761424563495174,0.0311551520592753,0.1211297606397595,trend_seasonal+留出校准组合,0.9528571428571428,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,761.424563495174,12
CS0000112,8D,成都,2026,0.0082934438808762,0.001369849715366,0.0165511108297761,trend_seasonal+留出校准组合,0.747142857142857,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,82.934438808762,30
CS0000113,8D,成都,2027,0.0108434976034793,0.0029876567926775,0.0191011645523792,trend_seasonal+留出校准组合,0.85,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,108.434976034793,29
CS0000114,8D,成都,2028,0.0149662413826579,0.006708574433758,0.0232239083315578,trend_seasonal+留出校准组合,0.9528571428571428,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,149.662413826579,30
CS0000115,8D,无锡,2026,0.0185120545424621,0.0024690997883098,0.0365893856947906,seasonal_naive+留出校准组合,0.747142857142857,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,185.12054542462099,22
CS0000116,8D,无锡,2027,0.0185120545424621,0.0024690997883098,0.0365893856947906,seasonal_naive+留出校准组合,0.85,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,185.12054542462099,25
CS0000117,8D,无锡,2028,0.0185120545424621,0.0024690997883098,0.0365893856947906,seasonal_naive+留出校准组合,0.9528571428571428,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,185.12054542462099,27
CS0000118,8D,杭州,2026,0.0093610159363596,0.0041339598276794,0.0146478240914478,trend_seasonal+留出校准组合,0.747142857142857,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,93.610159363596,28
CS0000119,8D,杭州,2027,0.0131435297849429,0.0078567216298547,0.018430337940031,trend_seasonal+留出校准组合,0.85,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,131.435297849429,28
CS0000120,8D,杭州,2028,0.0193309670922824,0.0140441589371942,0.0246177752473705,trend_seasonal+留出校准组合,0.9528571428571428,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,193.309670922824,24
CS0000121,8D,武汉,2026,0.0141403516874178,0.0027417946866324,0.0271508498191214,trend_seasonal+留出校准组合,0.747142857142857,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,141.403516874178,24
CS0000122,8D,武汉,2027,0.018869497766936,0.0062929504335318,0.0318799958986396,trend_seasonal+留出校准组合,0.85,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,188.69497766936,24
CS0000123,8D,武汉,2028,0.0268168758873857,0.0138063777556821,0.0398273740190892,trend_seasonal+留出校准组合,0.9528571428571428,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,268.168758873857,22
CS0000124,8D,深圳,2026,0.01883806589763,0.0050237349617395,0.032740452048283,trend_seasonal+留出校准组合,0.747142857142857,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,188.3806589763,21
CS0000125,8D,深圳,2027,0.0283060446301458,0.0144036584794928,0.0422084307807988,trend_seasonal+留出校准组合,0.85,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,283.060446301458,18
CS0000126,8D,深圳,2028,0.042336793798546,0.028434407647893,0.056239179949199,trend_seasonal+留出校准组合,0.9528571428571428,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,423.36793798546,18
CS0000127,8D,湖州,2026,0.0359616013766346,0.0153253669107994,0.0572559062574379,trend_seasonal+留出校准组合,0.747142857142857,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,359.616013766346,12
CS0000128,8D,湖州,2027,0.0522894720244059,0.0309951671436026,0.0735837769052091,trend_seasonal+留出校准组合,0.85,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,522.8947202440589,12
CS0000129,8D,湖州,2028,0.0783826730613694,0.0570883681805662,0.0996769779421727,trend_seasonal+留出校准组合,0.9528571428571428,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,783.8267306136939,11
CS0000130,8D,珠海,2026,0.0276627980989779,0.0087652662800926,0.0480269690276579,trend_seasonal+留出校准组合,0.747142857142857,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,276.627980989779,16
CS0000131,8D,珠海,2027,0.0359080927914317,0.0160900372208839,0.0562722637201117,trend_seasonal+留出校准组合,0.85,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,359.080927914317,17
CS0000132,8D,珠海,2028,0.0475518529508827,0.0272937644387405,0.0679160238795627,trend_seasonal+留出校准组合,0.9528571428571428,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,475.518529508827,17
CS0000133,8D,盐城,2026,0.0474436912748186,0.0071030773795956,0.0922527026873902,trend_seasonal+留出校准组合,0.747142857142857,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,474.436912748186,7
CS0000134,8D,盐城,2027,0.0675013887544977,0.0230898237323972,0.1123104001670693,trend_seasonal+留出校准组合,0.85,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,675.0138875449769,6
CS0000135,8D,盐城,2028,0.0985428713357302,0.0537338599231586,0.1433518827483018,trend_seasonal+留出校准组合,0.9528571428571428,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,985.428713357302,7
CS0000136,8D,芜湖,2026,0.0592793822278342,0.0276567546772554,0.0909020097784131,trend_seasonal+留出校准组合,0.747142857142857,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,592.793822278342,3
CS0000137,8D,芜湖,2027,0.0999626545352006,0.0683400269846218,0.1315852820857795,trend_seasonal+留出校准组合,0.85,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,999.626545352006,3
CS0000138,8D,芜湖,2028,0.1718585689712168,0.1402359414206379,0.2034811965217956,trend_seasonal+留出校准组合,0.9528571428571428,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,1718.585689712168,3
CS0000139,8D,苏州,2026,0.0255828482441432,0.0084240551960895,0.0427827985329426,trend_seasonal+留出校准组合,0.747142857142857,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,255.82848244143202,17
CS0000140,8D,苏州,2027,0.0360116412927686,0.0188116910039692,0.053211591581568,trend_seasonal+留出校准组合,0.85,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,360.116412927686,16
CS0000141,8D,苏州,2028,0.0506995325258583,0.0334995822370589,0.0678994828146577,trend_seasonal+留出校准组合,0.9528571428571428,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,506.995325258583,16
CS0000142,8D,西安,2026,0.0040355861586546,0.000229292022594,0.00977219340173,trend_seasonal+留出校准组合,0.747142857142857,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,40.355861586546,32
CS0000143,8D,西安,2027,0.0046961681213946,0.0003302439460491,0.0104327753644699,trend_seasonal+留出校准组合,0.85,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,46.961681213946,32
CS0000144,8D,西安,2028,0.0055802583425704,0.0007835941805937,0.0113168655856458,trend_seasonal+留出校准组合,0.9528571428571428,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,55.802583425704,32
CS0000145,8D,重庆,2026,0.0191307950396261,0.0055584849047515,0.0340599805237581,seasonal_naive+留出校准组合,0.747142857142857,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,191.307950396261,20
CS0000146,8D,重庆,2027,0.0191307950396261,0.0055584849047515,0.0340599805237581,seasonal_naive+留出校准组合,0.85,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,191.307950396261,23
CS0000147,8D,重庆,2028,0.0191307950396261,0.0055584849047515,0.0340599805237581,seasonal_naive+留出校准组合,0.9528571428571428,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,191.307950396261,26
CS0000148,8D,金华,2026,0.0468484572073951,0.005830787513807,0.0958069813415017,trend_seasonal+留出校准组合,0.747142857142857,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,468.48457207395097,8
CS0000149,8D,金华,2027,0.0607476965555576,0.0158150384549404,0.1097062206896643,trend_seasonal+留出校准组合,0.85,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,607.4769655555759,8
CS0000150,8D,金华,2028,0.0813175137908053,0.033942211549206,0.130276037924912,trend_seasonal+留出校准组合,0.9528571428571428,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,813.175137908053,9
CS0000151,8D,长沙,2026,0.0114094424036825,0.0019559131040158,0.0239583956643732,trend_seasonal+留出校准组合,0.747142857142857,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,114.09442403682499,27
CS0000152,8D,长沙,2027,0.0137805465661155,0.0035365195202281,0.0263294998268062,trend_seasonal+留出校准组合,0.85,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,137.80546566115498,27
CS0000153,8D,长沙,2028,0.0174785524619879,0.0064063357151173,0.0300275057226786,trend_seasonal+留出校准组合,0.9528571428571428,8D,JN0191,8D问题解决法（8D）,方法、标准与流程,6.0,质量管理与持续改进,174.785524619879,28
CS0000154,ACCA,上海,2026,0.0014193039328154,0.0001341440479931,0.0035642894006346,trend_seasonal+留出校准组合,0.747142857142857,ACCA,JN0762,ACCA（财会金融证书）,证书与资质,12.0,财务会计与税务管理,14.193039328154,4
CS0000155,ACCA,上海,2027,0.0014008337662122,7.259827356778172e-05,0.0035458192340314,trend_seasonal+留出校准组合,0.85,ACCA,JN0762,ACCA（财会金融证书）,证书与资质,12.0,财务会计与税务管理,14.008337662122,4
CS0000156,ACCA,上海,2028,0.0013837869607871,1.1796832942257402e-05,0.0035287724286063,trend_seasonal+留出校准组合,0.9528571428571428,ACCA,JN0762,ACCA（财会金融证书）,证书与资质,12.0,财务会计与税务管理,13.837869607871,4
CS0000157,ACCA,北京,2026,0.0016175282001449,0.0001253313957518,0.0036121774882067,trend_seasonal+留出校准组合,0.747142857142857,ACCA,JN0762,ACCA（财会金融证书）,证书与资质,12.0,财务会计与税务管理,16.175282001449002,2
CS0000158,ACCA,北京,2027,0.0016681200868591,0.0001249502887703,0.0036627693749208,trend_seasonal+留出校准组合,0.85,ACCA,JN0762,ACCA（财会金融证书）,证书与资质,12.0,财务会计与税务管理,16.681200868591,2
CS0000159,ACCA,北京,2028,0.0017268469566404,0.0001460030183616,0.0037214962447021,trend_seasonal+留出校准组合,0.9528571428571428,ACCA,JN0762,ACCA（财会金融证书）,证书与资质,12.0,财务会计与税务管理,17.268469566404,2
CS0000160,ACCA,广州,2026,0.0016717162155376,0.0002070599340445,0.0037414722231978,trend_seasonal+留出校准组合,0.747142857142857,ACCA,JN0762,ACCA（财会金融证书）,证书与资质,12.0,财务会计与税务管理,16.717162155376002,1
CS0000161,ACCA,广州,2027,0.0018851364180444,0.0002558844406864,0.0039548924257046,trend_seasonal+留出校准组合,0.85,ACCA,JN0762,ACCA（财会金融证书）,证书与资质,12.0,财务会计与税务管理,18.851364180444,1
CS0000162,ACCA,广州,2028,0.0021790162785175,0.0004197985238498,0.0042487722861777,trend_seasonal+留出校准组合,0.9528571428571428,ACCA,JN0762,ACCA（财会金融证书）,证书与资质,12.0,财务会计与税务管理,21.790162785175,1
CS0000163,ACCA,杭州,2026,0.0012524001686678,0.0004618056889271,0.005335931937517,seasonal_3y+留出校准组合,0.747142857142857,ACCA,JN0762,ACCA（财会金融证书）,证书与资质,12.0,财务会计与税务管理,12.524001686678,5
CS0000164,ACCA,杭州,2027,0.0010781378135433,0.0002834539117741,0.0051616695823924,seasonal_3y+留出校准组合,0.85,ACCA,JN0762,ACCA（财会金融证书）,证书与资质,12.0,财务会计与税务管理,10.781378135433,5
CS0000165,ACCA,杭州,2028,0.0009038754584187,0.0001051021346212,0.0049874072272678,seasonal_3y+留出校准组合,0.9528571428571428,ACCA,JN0762,ACCA（财会金融证书）,证书与资质,12.0,财务会计与税务管理,9.038754584187,5
CS0000166,ACCA,深圳,2026,0.0015771244240328,0.0002920248689129,0.0044142554188348,seasonal_3y+留出校准组合,0.747142857142857,ACCA,JN0762,ACCA（财会金融证书）,证书与资质,12.0,财务会计与税务管理,15.771244240328,3
CS0000167,ACCA,深圳,2027,0.0014826145920607,0.0001975150369408,0.0043197455868627,seasonal_3y+留出校准组合,0.85,ACCA,JN0762,ACCA（财会金融证书）,证书与资质,12.0,财务会计与税务管理,14.826145920607,3
CS0000168,ACCA,深圳,2028,0.0013881047600885,0.0001030052049687,0.0042252357548906,seasonal_3y+留出校准组合,0.9528571428571428,ACCA,JN0762,ACCA（财会金融证书）,证书与资质,12.0,财务会计与税务管理,13.881047600885,3
CS0000169,ADC,上海,2026,0.0025512568596019,0.0002882778875759,0.0091456611408393,seasonal_3y+留出校准组合,0.747142857142857,ADC,JN0502,模数转换器（ADC）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,25.512568596019,3
CS0000170,ADC,上海,2027,0.0025106186585172,0.0001815476345335,0.0091050229397545,seasonal_3y+留出校准组合,0.85,ADC,JN0502,模数转换器（ADC）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,25.106186585172,3
CS0000171,ADC,上海,2028,0.0024699804574324,7.481738149117623e-05,0.0090643847386698,seasonal_3y+留出校准组合,0.9528571428571428,ADC,JN0502,模数转换器（ADC）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,24.699804574324002,3
CS0000172,ADC,北京,2026,0.0012235268465671,0.0001405715574668,0.0032250597969791,seasonal_3y+留出校准组合,0.747142857142857,ADC,JN0502,模数转换器（ADC）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,12.235268465671,6
CS0000173,ADC,北京,2027,0.0011809696953644,8.860584836842859e-05,0.0031825026457764,seasonal_3y+留出校准组合,0.85,ADC,JN0502,模数转换器（ADC）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,11.809696953644,6
CS0000174,ADC,北京,2028,0.0011384125441617,3.664013927004681e-05,0.0031399454945737,seasonal_3y+留出校准组合,0.9528571428571428,ADC,JN0502,模数转换器（ADC）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,11.384125441617,6
CS0000175,ADC,成都,2026,0.0033772685148317,0.0006134818973036,0.0099020672985189,seasonal_3y+留出校准组合,0.747142857142857,ADC,JN0502,模数转换器（ADC）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,33.772685148317,1
CS0000176,ADC,成都,2027,0.0032416649581302,0.0004684950763059,0.0097664637418174,seasonal_3y+留出校准组合,0.85,ADC,JN0502,模数转换器（ADC）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,32.416649581302,2
CS0000177,ADC,成都,2028,0.0031060614014287,0.0003235082553082,0.0096308601851159,seasonal_3y+留出校准组合,0.9528571428571428,ADC,JN0502,模数转换器（ADC）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,31.060614014287,2
CS0000178,ADC,杭州,2026,0.0012579042121318,0.0001326263820433,0.0048858365634684,seasonal_3y+留出校准组合,0.747142857142857,ADC,JN0502,模数转换器（ADC）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,12.579042121318,5
CS0000179,ADC,杭州,2027,0.0012221250190264,7.417379418848398e-05,0.004850057370363,seasonal_3y+留出校准组合,0.85,ADC,JN0502,模数转换器（ADC）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,12.221250190264,5
CS0000180,ADC,杭州,2028,0.0011863458259211,1.572120633360836e-05,0.0048142781772577,seasonal_3y+留出校准组合,0.9528571428571428,ADC,JN0502,模数转换器（ADC）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,11.863458259211,5
CS0000181,ADC,深圳,2026,0.0028763602788984,0.0002821425846581,0.0058283555648161,trend_seasonal+留出校准组合,0.747142857142857,ADC,JN0502,模数转换器（ADC）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,28.763602788984002,2
CS0000182,ADC,深圳,2027,0.0037404489645575,0.0008729625599721,0.0066924442504753,trend_seasonal+留出校准组合,0.85,ADC,JN0502,模数转换器（ADC）,工具软件与技术平台,11.0,嵌入式与电子硬件开发,37.404489645575,1
